time_seconds,motion_activity_200ms,changed_pixels_percent,nonwhite_occupancy_percent
67.000000,0.102497392,18.2277,21.2833
67.200000,0.050979778,8.7862,23.3460
67.400000,0.013057397,1.6628,23.4409
67.600000,0.090176286,19.1080,25.1174
67.800000,0.062380328,16.4036,25.7678
68.000000,0.009550539,4.7731,25.8695
68.200000,0.056181380,18.4752,25.5976
68.400000,0.328948802,36.8388,23.4468
68.600000,0.124401255,28.7109,14.6616
68.800000,0.070140155,11.5718,14.1197
69.000000,0.046784498,9.3515,18.2610
69.200000,0.080509911,8.2844,22.6369
69.400000,0.018088849,4.6665,24.3349
69.600000,0.025003606,7.8707,24.7261
69.800000,0.073484842,10.1262,24.2508
70.000000,0.109467151,16.5112,26.0084
70.200000,0.138730783,19.1901,29.2703
70.400000,0.153838719,18.7999,30.5164
70.600000,0.136442358,18.4351,30.5262
70.800000,0.104187763,16.7518,30.5859
71.000000,0.079848722,15.4675,30.5458
71.200000,0.079813741,22.7592,34.3261
71.400000,0.051414281,18.6786,34.2439
71.600000,0.022561984,9.2195,34.5090
71.800000,0.061458468,14.8601,38.8312
72.000000,0.107155635,16.0788,38.2756
72.200000,0.016803830,7.0344,38.4615
72.400000,0.017212326,7.1156,38.6610
72.600000,0.017653349,7.2731,38.8566
72.800000,0.017533293,7.4208,39.0522
